interface,received-bytes,received-packets,received-errs,received-drop,received-fifo,received-frame,received-compressed,received-multicast,sent-bytes,sent-packets,sent-errs,sent-drop,sent-fifo,sent-colls,sent-carrier,sent-compressed,altered_bandwidth,altered_dropchance,bandwidth,dropchance,device,app,app_details,is_record,is_wireless,repetition
p2p-wlan0-0,6835722,111081,0,0,0,0,0,28,337682569,224456,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9642878979,8258265,0,0,0,0,0,5437,1110594202,2979090,0,975,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6835722,111081,0,0,0,0,0,28,337682569,224456,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9647129632,8262664,0,0,0,0,0,5447,1111403346,2981514,0,977,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6835722,111081,0,0,0,0,0,28,337682569,224456,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9651373573,8267199,0,0,0,0,0,5457,1112159047,2983850,0,978,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6835722,111081,0,0,0,0,0,28,337682569,224456,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9655465453,8271837,0,0,0,0,0,5458,1112914944,2986277,0,979,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6835722,111081,0,0,0,0,0,28,337682569,224456,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9659369522,8276248,0,0,0,0,0,5470,1113673954,2988689,0,979,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6835722,111081,0,0,0,0,0,28,337682569,224456,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9663444018,8280531,0,0,0,0,0,5470,1114452158,2991100,0,980,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6835722,111081,0,0,0,0,0,28,337682569,224456,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9668463121,8285719,0,0,0,0,0,5470,1115215930,2993615,0,981,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6835722,111081,0,0,0,0,0,28,337682569,224456,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9672898140,8290328,0,0,0,0,0,5470,1115968192,2996003,0,981,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6835722,111081,0,0,0,0,0,28,337682569,224456,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9677948051,8295377,0,0,0,0,0,5484,1116749128,2998444,0,981,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6835722,111081,0,0,0,0,0,28,337682569,224456,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9682926595,8300227,0,0,0,0,0,5484,1117496617,3000839,0,982,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6835722,111081,0,0,0,0,0,28,337682569,224456,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9687193466,8304699,0,0,0,0,0,5484,1118260411,3003297,0,982,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6835722,111081,0,0,0,0,0,28,337682569,224456,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9694034586,8311532,0,0,0,0,0,5490,1119270881,3006564,0,985,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6835722,111081,0,0,0,0,0,28,337682569,224456,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9696357866,8314147,0,0,0,0,0,5490,1119789853,3008176,0,985,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6835722,111081,0,0,0,0,0,28,337682569,224456,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9699564716,8317924,0,0,0,0,0,5493,1120556131,3010362,0,985,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6835722,111081,0,0,0,0,0,28,337682569,224456,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9703811445,8322360,0,0,0,0,0,5497,1121306989,3012740,0,985,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6835722,111081,0,0,0,0,0,28,337682569,224456,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9708226690,8326658,0,0,0,0,0,5501,1122070366,3015063,0,986,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6835722,111081,0,0,0,0,0,28,337682569,224456,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9716891125,8335750,0,0,0,0,0,5520,1123578053,3019821,0,988,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6835722,111081,0,0,0,0,0,28,337682569,224456,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9721508724,8340473,0,0,0,0,0,5520,1124343469,3022234,0,989,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6835722,111081,0,0,0,0,0,28,337682569,224456,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9725563448,8344687,0,0,0,0,0,5530,1125096839,3024552,0,989,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6835722,111081,0,0,0,0,0,28,337682569,224456,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9729950563,8349114,0,0,0,0,0,5531,1125850353,3026905,0,990,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6835722,111081,0,0,0,0,0,28,337682569,224456,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9735508855,8354820,0,0,0,0,0,5531,1126627649,3029562,0,990,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6835722,111081,0,0,0,0,0,28,337682569,224456,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9741035003,8360303,0,0,0,0,0,5531,1127403249,3032021,0,990,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6835722,111081,0,0,0,0,0,28,337682569,224456,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9746909565,8366139,0,0,0,0,0,5541,1128172663,3034609,0,991,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6835722,111081,0,0,0,0,0,28,337682569,224456,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9752552682,8371588,0,0,0,0,0,5543,1128939281,3037127,0,991,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6835722,111081,0,0,0,0,0,28,337682569,224456,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9757845740,8376731,0,0,0,0,0,5545,1129695562,3039574,0,991,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6835722,111081,0,0,0,0,0,28,337682569,224456,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9763641256,8382241,0,0,0,0,0,5548,1130465128,3042040,0,991,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6835722,111081,0,0,0,0,0,28,337682569,224456,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9770007637,8388120,0,0,0,0,0,5548,1131254919,3044558,0,992,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6835722,111081,0,0,0,0,0,28,337682569,224456,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9773905929,8392327,0,0,0,0,0,5548,1131983978,3046845,0,992,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6835722,111081,0,0,0,0,0,28,337682569,224456,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9778741361,8397248,0,0,0,0,0,5548,1132769270,3049349,0,992,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6835722,111081,0,0,0,0,0,28,337682569,224456,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9783276316,8401887,0,0,0,0,0,5548,1133529660,3051831,0,993,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6835722,111081,0,0,0,0,0,28,337682569,224456,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9787381637,8406461,0,0,0,0,0,5556,1134289165,3054357,0,995,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6835722,111081,0,0,0,0,0,28,337682569,224456,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9792005987,8411539,0,0,0,0,0,5570,1135071312,3056980,0,995,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6835722,111081,0,0,0,0,0,28,337682569,224456,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9796008359,8415751,0,0,0,0,0,5570,1135831184,3059402,0,996,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6835722,111081,0,0,0,0,0,28,337682569,224456,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9800587983,8420623,0,0,0,0,0,5580,1136613793,3061920,0,997,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6862502,111596,0,0,0,0,0,28,339280029,225513,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9805511494,8425441,0,0,0,0,0,5580,1137367099,3064327,0,997,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6893598,112194,0,0,0,0,0,28,341021938,226664,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9815310767,8435000,0,0,0,0,0,5580,1138876425,3069137,0,998,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6893598,112194,0,0,0,0,0,28,341021938,226664,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9821131802,8440361,0,0,0,0,0,5589,1139638563,3071549,0,998,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6893598,112194,0,0,0,0,0,28,341021938,226664,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9826268922,8445409,0,0,0,0,0,5589,1140394427,3073966,0,998,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6893654,112196,0,0,0,0,0,28,341022022,226666,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9830829338,8450206,0,0,0,0,0,5589,1141159210,3076464,0,998,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6893654,112196,0,0,0,0,0,28,341022022,226666,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9835081265,8454825,0,0,0,0,0,5596,1141940602,3078999,0,998,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6893654,112196,0,0,0,0,0,28,341022022,226666,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9839887748,8459842,0,0,0,0,0,5596,1142711536,3081534,0,1000,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6893654,112196,0,0,0,0,0,28,341022022,226666,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9849673576,8469626,0,0,0,0,0,5597,1144221653,3086448,0,1000,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6893654,112196,0,0,0,0,0,28,341022022,226666,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9855825407,8475531,0,0,0,0,0,5597,1144999611,3088974,0,1000,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6893654,112196,0,0,0,0,0,28,341022022,226666,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9862225635,8481655,0,0,0,0,0,5606,1145774321,3091508,0,1000,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6893654,112196,0,0,0,0,0,28,341022022,226666,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9872835546,8491663,0,0,0,0,0,5615,1147276304,3096206,0,1002,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6893654,112196,0,0,0,0,0,28,341022022,226666,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9878416068,8497144,0,0,0,0,0,5626,1148067810,3098728,0,1005,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6893654,112196,0,0,0,0,0,28,341022022,226666,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9883765942,8502449,0,0,0,0,0,5627,1148799855,3101107,0,1007,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6893654,112196,0,0,0,0,0,28,341022022,226666,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9888285902,8506905,0,0,0,0,0,5627,1149552019,3103424,0,1007,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6893654,112196,0,0,0,0,0,28,341022022,226666,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
wlan0,9890364794,8509748,0,0,0,0,0,5627,1150295280,3105449,0,1008,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
p2p-wlan0-0,6893654,112196,0,0,0,0,0,28,341022022,226666,0,105,0,0,0,0,False,True,999999,0.001,Quest-Pro,BeatSaber,PopStars-Medium,False,False,1.0
